일시,요일,공휴일여부,조중석,1,2,3,4,5,6,7,8,9,잔반량
20150114,수요일,,2,인델리카레라이스,가쓰오장국,콩나물당면무침,배추김치,왕만두/초간장,요플레,,,,
20150114,수요일,,3,클로렐라쌀밥,대합살미역국,떡갈비조림,오꼬노미야끼달걀말이,겨울초겉절이,배추김치,사과,가자미구이,람부탄,
20150115,목요일,,1,쌀밥,북어국,비엔나브로콜리볶음,피쉬너겟/칠리소스,알감자조림,배식김,단무지,키위,요플레,
20150115,목요일,,2,시금치된장국,갈릭치킨,조기순살구이,삼색나물,배추김치,아이스블루베리,쌀밥,,,
20150115,목요일,,3,단호박죽,적셔먹는돈까스/소스,샐러드파스타,새우살호박볶음,배추김치,짜요짜요,쌀밥,,,
20150116,금요일,,1,전복죽,파프리카/오이스틱,콘샐러드,배추김치,미니파인애플,쿠키치즈케이크,,,,
20150116,금요일,,2,치킨마요덮밥,팽이버섯된장국,치커리사과생채,깍두기,씨앗호떡,레드자몽에이드,,,,
20150116,금요일,,3,대합살미역국,겨울초겉절이,오꼬노미야끼달걀말이,배추김치,람부탄,쌀밥,가자미구이,단무지,,
20150119,월요일,,1,쌀밥,삼겹살김치찌개,베이컨스크램블에그,쇠고기잡채,비름나물,총각김치,귤,,,
20150119,월요일,,2,보리밥,크루통양송이스프,수제닭안심까스,양상추딸기샐러드,테이터잼/케찹,배추김치,비요뜨,,,
20150119,월요일,,3,오색현미밥,새알심만두국,등갈비조림,두부양념조림,파프리카오이초무침,배추김치,사과,,,
20150120,화요일,,1,쌀밥,감자다시마국,오징어삼겹살볶음,햄맛살전,양파장아찌,배추김치,배,,,
20150120,화요일,,2,훈제오리김치볶음밥,연두부국,연근조림,깍두기,도마슈노/후르츠,치즈볼,,,,
20150120,화요일,,3,혼합잡곡밥,꼬지어묵국,닭날개두반장조림,쫄면야채무침,배추김치,미니파인애플,양배추/다시마쌈,,,
20150121,수요일,,1,쌀밥,육개장,꽁치양념구이,가마보꼬조림,참치김치볶음,돌자반,칼슘브라우니,,,
20150121,수요일,,2,자장면,찐만두/초간장,단무지,츄러스,요거타임,,,,,
20150121,수요일,,3,버섯카로틴밥,꽃게된장국,치즈불닭,모듬야채튀김/간장,팽이버섯게맛살무침,배추김치,복숭아맛푸딩,,,
20150122,목요일,,1,쌀밥,버섯된장달걀국,모듬장조림,마파두부,고사리나물,깻잎지,메이플피칸파이,,,
20150122,목요일,,2,강황카레쌀밥,들깨무국,삼겹살마늘구이/무쌈,병어조림,상추파채겉절이,배추김치,오렌지,,,
20150122,목요일,,3,차조밥,짬뽕국,북경식찹쌀탕수육,마카로니콘치즈,콩나물당면무침,배추김치,키위,,,
20150123,금요일,,1,아몬드멸치볶음밥,아욱된장국,돌돌고기떡말이,미나리나물,배추김치,딸기,,,,
20150123,금요일,,2,산채비빔밥,두부탕국,달걀후라이,꽃돔구이,배추김치,회오리요술감자,플리또/석류사과,,,
20150126,월요일,,1,쌀밥,쇠고기국,배추김치,허니브래드,스팸전,감자어묵조림,청경채나물,,,
20150129,목요일,,1,떡만두국(한그릇),배추김치,요플레,미니파인애플,,,,,,
20150129,목요일,,2,쌀밥,단배추된장국,대구식매운갈비찜,깻잎순나물,꼬막양념무침,배추김치,,,,
20150129,목요일,,3,문어두부국,안동찜닭,미역줄기볶음,배추김치,거봉,쌀밥,,,,
20150130,금요일,,1,쌀밥,근대된장국,삼색웰빙두부김치,돌자반,총각김치,오렌지,,,,
20150130,금요일,,2,오므라이스/스테이크,우동장국,청경채나물,깍두기,화인쿨/파인애플,,,,,
20150202,월요일,,1,시리얼/우유,누룽지,수제고구마치즈포크롤,배추김치,오렌지,,,,,
20150202,월요일,,2,흑미밥,우럭매운탕,양념족발,김치부침개,무배생채,갓김치,미숫가루,,,
20150202,월요일,,3,자장잡채밥,근대된장국,배추김치,딸기잼식빵튀김,도마슈노/후르츠,,,,,
20150203,화요일,,1,쌀밥,감자다시마국,쇠고기장조림,통두부양념구이,배추김치,키위,,,,
20150203,화요일,,2,산채비빔밥,달걀후라이,두부탕국,마늘쫑멸치조림,배추김치,모듬찰떡,유기농식혜,,,
20150203,화요일,,3,차조밥,들깨시락국,갈릭치킨,달걀떡볶이,팽이버섯나물,배추김치,사과,,,
20150204,수요일,,1,쌀밥,건새우무국,삼겹살버섯볶음,쇠고기잡채,숙주나물,배추김치,미니파인애플,,,
20150204,수요일,,2,팥밥,뼈해장수제비,깔라마리튀김/칠리소,베이컨스크램블에그,미역줄기볶음,배추김치,딸기,,,
20150204,수요일,,3,인델리카레라이스,유부된장국,청경채나물,배추김치,씨앗호떡,배NFC쥬스,,,,
20150205,목요일,,1,쌀밥,오만둥이된장국,닭갈비,피쉬너겟/칠리소스,겨울초겉절이,배추김치,귤,,,
20150205,목요일,,2,튀김우동(새우),유부초밥,깍두기,아이스블루베리,요플레,,,,,
20150205,목요일,,3,수수밥,짬뽕국,탕수육/소스,가마보꼬조림,콘샐러드,고들빼기김치,복숭아맛푸딩,,,
20150206,금요일,,1,쌀밥,쇠고기미역국,당근달걀말이,가자미무조림,오이스틱/쌈장,배추김치,아이스슈,,,
20150209,월요일,,1,쌀밥,북어달걀국,치킨직화스테이크,감자채볶음,돌자반,배추김치,바나나,,,
20150209,월요일,,2,오므라이스/스테이크,가쓰오장국,콩나물당면무침,배추김치,따바오/간장,밸런스,,,,
20150209,월요일,,3,기장밥,참치김치찌개,오꾸닭,메밀비빔국수,깻잎순나물,총각김치,키위,,,
20150210,화요일,,1,쌀밥,수제비국,궁중고기말이떡조림,새송이버섯구이,양배추/다시마쌈,배추김치,오렌지,,,
20150210,화요일,,2,혼합잡곡밥,육개장,볶음우동,애호박전/간장,팽이버섯게맛살무침,배추김치,딸기,,,
20150210,화요일,,3,돼지국밥,부추겉절이,깍두기,피자토스트,플리또/석류사과,,,,,
20150211,수요일,,1,쌀밥,닭다리삼계탕,스팸전,바나나견과류샐러드,알감자조림,배추김치,사과맛쿠키,,,
20150211,수요일,,2,나가사끼짬뽕,떡닭꼬치,단무지,귤,드링킹요구르트,,,,,
20150211,수요일,,3,완두콩밥,꼬지어묵국,오리불고기,부추전,파프리카오이초무침,배추김치,사과,,,
20150212,목요일,,1,참치샌드위치,브로콜리스프,깍두기,아침에쥬스,거봉,,,,,
20150212,목요일,,2,버섯카로틴밥,꽃게된장국,등갈비조림,양상추샐러드/키위드,숙주미나리무침,배추김치,짜요짜요,,,
20150212,목요일,,3,아몬드멸치볶음밥,미소된장국,돈까스/일식소스,베이비채소샐러드/오,배추김치,비요뜨,,,,
20150213,금요일,,1,쌀밥,쇠고기국,깐쇼새우/칠리소스,도토모메란조림,배식김,배추김치,미니파인애플,,,
20150213,금요일,,2,추억의도시락비빔밥,아욱된장국,깍두기,배,츄러스,다노니노요거트,,,,
20150223,월요일,,1,쌀밥,물만두국,땅콩조림,동그랑땡전,배추김치,쿠키치즈케이크,,,,
20150223,월요일,,2,오색현미밥,대구지리탕,삼색나물,라볶이,파닭/파채소스,배추김치,키위,,,
20150223,월요일,,3,스테이크야채비빔밥,연두부국,연근조림,배추김치,회오리요술감자,레드자몽에이드,,,,
20150224,화요일,,1,오징어삼겹살덮밥,청국장찌개,고사리느타리버섯볶음,배추김치,메이플피칸파이,오렌지,,,,
20150224,화요일,,2,볼로냐스파게티,주먹밥,깍두기,오이피클,미니파인애플,구트,,,,
20150224,화요일,,3,버섯카로틴밥,유부보쌈어묵국,치즈불닭,코다리조림,파래무무침,배추김치,요플레,,,
20150225,수요일,,1,쌀밥,조랭이미역국,고등어조림,연두부달걀찜,배식김,고들빼기김치,거봉,,,
20150225,수요일,,2,클로렐라쌀밥,방아멸치시락국,오향장육,골뱅이소면무침,상추쌈/쌈장,배추김치,딸기,,,
20150302,월요일,,1,길거리토스트,칼집소시지,드링킹요구르트,거봉,,,,,,
20150302,월요일,,2,버섯카로틴밥,닭개장,치즈통살연어스테이크,명엽채볶음,배추김치,양파와사비절이,,,,
20150302,월요일,,3,수수밥,짬뽕국,북경식찹쌀탕수육,연두부달걀찜,배추김치,짜요짜요,,,,
20150303,화요일,,1,쌀밥,해물순두부찌개,숯불떡갈비야채볶음,견과류콩조림,배추김치,사과,,,,
20150303,화요일,,2,보리밥,돈등뼈우거지국,달걀떡볶이,애호박전/간장,배추김치,아이스홍시,,,,
20150303,화요일,,3,밤밥,해물누룽지탕,갈릭치킨,마늘쫑햄볶음,배추김치,팽이버섯게맛살무침,,,,
20150304,수요일,,1,쌀밥,참치김치찌개,돌돌고기떡말이,표고죽순볶음,고들빼기김치,배,,,,
20150304,수요일,,2,추억의도시락비빔밥,근대된장국,총각김치,귤,미숫가루,,,,,
20150304,수요일,,3,배추김치,클로렐라쌀밥,얼큰오리탕,순대+쌈장,라볶이,치커리사과생채,,,,
20150305,목요일,,1,마파두부덮밥,달걀양파국,콩나물무침,배추김치,미니파인애플,요플레,,,,
20150305,목요일,,2,흑미밥,김치콩나물국,오꾸닭,가자미구이,파프리카/오이스틱,갓김치,,,,
20150305,목요일,,3,돼지국밥,부추겉절이,총각김치,미니새우버거,요거타임,,,,,
20150306,금요일,,1,쌀밥,건새우아욱국,깔라마리튀김/칠리소,삼색웰빙두부김치,배추김치,곡물쿠키,,,,
20150306,금요일,,2,혼합잡곡밥,문어두부국,양념족발,부추전,배추김치,딸기,,,,
20150306,금요일,,3,옥수수밥,콩가루배추국,안동찜닭,팽이버섯나물,도토모메란조림,배추김치,,,,
20150307,토요일,,1,쌀밥,유부된장국,쇠고기장조림,베이비채소샐러드/오,배추김치,바나나우유,,,,
20150307,토요일,,2,튀김우동(새우),꼬마김밥,깍두기,밸런스,,,,,,
20150309,월요일,,1,쌀밥,조랭이미역국,해물완자전,단배추나물,배추김치,메이플피칸파이,,,,
20150309,월요일,,2,차조밥,근대된장국,오리불고기,김치부침개,숙주나물,고들빼기김치,,,,
20150309,월요일,,3,강황카레쌀밥,감자양파국,오징어삼겹살볶음,감자어묵조림,배추김치,딸기,,,,
20150310,화요일,,1,쌀밥,쇠고기무국,꽁치양념구이,우엉고추장조림,배추김치,깨찰빵,,,,
20150310,화요일,,2,콩나물밥/양념장,들깨무국,치즈불닭,미나리나물,배추김치,레몬에이드,,,,
20150310,화요일,,3,오색현미밥,청국장찌개,삼겹살마늘구이/무쌈,샐러드파스타,양파장아찌,배추김치,,,,
20150311,수요일,,1,쌀밥,수제비국,닭날개두반장조림,도라지생채,배추김치,에그타르트,,,,
20150311,수요일,,2,팥밥,우거지된장국,삼색소시지볶음,꽃돔구이,시금치나물,배추김치,,,,
20150311,수요일,,3,수수밥,연두부국,적셔먹는돈까스/소스,달래오이무침,배추김치,오렌지,,,,
20150312,목요일,,1,오렌지,시리얼/우유,우리밀딸기푸딩,고르곤졸라피자,,,,,,
20150312,목요일,,2,나가사끼짬뽕,콘푸레이크핫도그,배추김치,요플레,,,,,,
20150312,목요일,,3,완두콩밥,콩비지찌개,등갈비조림,과일푸딩샐러드,배추김치,다노니노요거트,,,,
20150313,금요일,,1,쌀밥,삼겹살김치찌개,베이컨스크램블에그,고춧잎무침,오이소박이,거봉,,,,
20150313,금요일,,2,버섯카로틴밥,돈육콩나물찌개,찐만두/초간장,감자고추장조림,애호박볶음,배추김치,,,,
20150313,금요일,,3,오므라이스/스테이크,쑥된장국,총각김치,치즈볼,포도쥬스,,,,,
20150314,토요일,,1,쌀밥,강된장찌개,두부햄두루치기,콩나물당면무침,배추김치,순두유,,,,
20150314,토요일,,2,낙지생야채비빔밥,방아멸치시락국,배추김치,딸기잼식빵튀김,망고쥬스,,,,,
20150316,월요일,,1,쌀밥,쇠고기국,햄맛살전,어묵고추장볶음,시금치나물,배추김치,,,,
20150316,월요일,,2,혼합잡곡밥,도다리쑥국,파닭/파채소스,겨울초겉절이,깍두기,아이스블루베리,,,,
20150316,월요일,,3,차돌박이김치볶음밥,달걀후라이,북어국,오이소박이,왕만두/초간장,배NFC쥬스,,,,
20150317,화요일,,1,쌀밥,오만둥이된장국,칠리소스미트볼조림,양파김치볶음,돌자반,갈릭크로와상,,,,
20150317,화요일,,2,참치야채비빔밥,팽이버섯된장국,배추김치,메이플피칸파이,요거타임,,,,,
20150317,화요일,,3,녹두밥,유부된장국,치킨직화스테이크,메밀비빔국수,배추김치,플리또/석류사과,,,,
20150318,수요일,,1,쌀밥,감자다시마국,마파두부,늙은호박전,배추김치,비트무생채,,,,
20150318,수요일,,2,흑미밥,닭개장,낙지떡볶음,도토리묵무침,배추김치,딸기,,,,
20150318,수요일,,3,강황카레쌀밥,우럭매운탕,삼겹살버섯볶음,콘샐러드,상추파채겉절이,배추김치,,,,
20150319,목요일,,1,쌀밥,대합살미역국,닭도리탕,아삭고추/쌈장,배추김치,사과,,,,
20150319,목요일,,2,차조밥,두부탕국,대구식매운갈비찜,배추김치,오렌지,파래김자반,,,,
20150319,목요일,,3,인델리카레라이스,미소된장국,양배추겉절이,배추김치,배,오돈닭꼬치,,,,
20150320,금요일,,1,쌀밥,맑은콩나물국,동태포전,연두부달걀찜,배추김치,아이스슈,,,,
20150320,금요일,,2,클로렐라쌀밥,무청시래기국,오리훈제/머스터드소,자반고등어순살구이,삼색나물,배추김치,,,,
20150320,금요일,,3,팥밥,쇠고기계란탕,볶음우동,멕시칸샐러드,배추김치,초코샤베트,,,,
20150321,토요일,,1,치킨텐더크레페,옥수수스프,깍두기,코코아우유,키위,,,,,
20150321,토요일,,2,물국수/양념장,꿀호떡,배추김치,도마슈노/후르츠,,,,,,
20150323,월요일,,1,쌀밥,북어달걀국,모듬장조림,참나물무침,배추김치,아몬드파운드케이크,,,,
20150323,월요일,,2,발아현미밥,홍합탕,돼지목살김치찜,달래오이무침,고들빼기김치,사과,,,,
20150323,월요일,,3,밤밥,어묵국,만두탕수,조기순살구이,배추김치,복숭아맛푸딩,,,,
20150324,화요일,,1,쌀밥,건새우아욱국,스팸전,코다리조림,배추김치,딸기,,,,
20150324,화요일,,2,자장잡채밥,들깨무국,배추김치,허니브래드,레드자몽에이드,,,,,
20150324,화요일,,3,혼합잡곡밥,대구지리탕,삼겹살콩나물찜,마카로니콘치즈,깻잎순나물,배추김치,,,,
20150325,수요일,,1,쌀밥,해물순두부찌개,비엔나페네칠리볶음,오이스틱/쌈장,배식김,배추김치,,,,
20150325,수요일,,2,쥐눈이콩밥,우동장국,당근달걀말이,생선까스/타타르소스,견과류콩조림,배추김치,,,,
20150325,수요일,,3,기장밥,떡만두국(한그릇),순살포크,통두부양념구이,과일샐러드,배추김치,,,,
20150326,목요일,,1,곤드레밥/강된장,냉이된장국,병어조림,청경채나물,배추김치,아이스슈,,,,
20150326,목요일,,2,보리밥,꽃게된장국,오향장육,친환경모듬쌈,배추김치,오렌지,,,,
20150326,목요일,,3,산채비빔밥,달걀후라이,오징어무국,깍두기,회오리요술감자,유기농식혜,,,,
20150327,금요일,,1,쌀밥,시금치된장국,떡갈비조림,참치김치볶음,다시마튀각,키위,,,,
20150327,금요일,,2,수수밥,단호박스프,버섯올린스테이크,양상추샐러드/키위드,배추김치,감자채볶음,,,,
20150327,금요일,,3,버섯카로틴밥,육개장,깐쇼새우/칠리소스,팽이버섯나물,고들빼기김치,거봉,,,,
20150328,토요일,,1,미니파인애플,전복죽,무말랭이무침,깍두기,,,,,,
20150328,토요일,,2,볼로냐스파게티,꼬지어묵,오이피클,귤,화인쿨/파인애플,,,,,
20150330,월요일,,1,쌀밥,새알심만두국,동그랑땡전,오징어젓갈무침,배추김치,딸기,,,,
20150330,월요일,,2,수수밥,김치콩나물국,갈릭치킨,양상추/콘드레싱,고들빼기김치,꽁치양념구이,,,,
20150330,월요일,,3,굴소스볶음밥,황태아욱국,오지치즈후라이,깍두기,요플레,,,,,
20150331,화요일,,1,쌀밥,달래된장국,크림치즈미트번,쇠고기잡채,치커리사과생채,배추김치,,,,
20150331,화요일,,2,치킨마요덮밥,가쓰오장국,배추김치,칼슘브라우니,밸런스,,,,,
20150331,화요일,,3,오색현미밥,돈등뼈우거지국,골뱅이소면무침,연두부양념장,상추파채겉절이,배추김치,,,,
20150401,수요일,,1,찹쌀밥,닭곰국+당면사리,갈치구이,햄감자채볶음,오이양파무침,배추김치,,,,
20150401,수요일,,2,팥밥,쇠고기미역국,매콤돼지갈비찜,잡채,배추김치,우리밀티라미스,,,,
20150401,수요일,,3,수수밥,조랭이떡국,라이스탕수육,두부조림,파프리카+쌈장,배추김치,,,,
20150402,목요일,,1,찹쌀밥,참치김치찌개,꽈리초부들어묵조림,매운콩나물무침,치킨너겟+소스,총각김치,,,,
20150402,목요일,,2,혼합잡곡밥,추어탕,안동찜닭-고구마,순대/쌈장,사과달래무침,배추김치,딸기,,,
20150402,목요일,,3,검정콩밥,설렁탕,야채계란말이,야채도토리묵무침,참나물무침,배추김치,,,,
20150403,금요일,,1,찹쌀밥,들깨무채국,연두부+양념장,연근땅콩조림,배추김치,수제소시지야채볶음,,,,
20150403,금요일,,2,현미밥,근대된장국,오리불고기,숙주나물무침,상추+오이+쌈장,배추김치,과일푸딩,,,
20150403,금요일,,3,버섯카로틴밥,돈육순두부찌개,크런치생선까스+타르타르,김치스파게티,멸치견과류볶음,배추김치,,,,
20150404,토요일,,1,쇠고기야채죽,참치두부조림,모닝빵개+딸기잼,사과,배추김치,,,,,
20150404,토요일,,2,오이채얹은자장면+미니밥,실파계란국,콘푸레이크핫도그,단무지무침,배추김치,마시는샐러드그린,,,,
20150406,월요일,,1,찹쌀밥,닭개장,잡채말이어묵조림,오이생채,피쉬너겟/칠리소스,고들빼기김치,,,,
20150406,월요일,,2,자색고구마밥,꽃게탕,불닭떡볶음,조기구이,들깨숙주느타리무침,배추김치,바나나개,,,
20150406,월요일,,3,수수밥,북어포무국,해물부추전,마파두부,아삭고추된장무침,배추김치,,,,
20150407,화요일,,1,찹쌀밥,오징어무국,훈제오리숙주볶음,두부구이+양념장,파래김자반,배추김치,,,,
20150407,화요일,,2,보리밥,쇠고기콩나물국,야채계란찜,취나물무침,배추김치,딸기,주꾸미볶음,,,
20150407,화요일,,3,베이컨파래볶음밥,유부미소국,어니언오징어링+살사프리토소스(,단배추겉절이,깍두기,칵테일요거트푸딩,,,,
20150408,수요일,,1,찹쌀밥,감자피만두국,스크램블에그,통마늘멸치볶음,배추김치,돈육두루치기,,,,
20150408,수요일,,2,인델리카레라이스-돼지,시락국,치킨또띠아,일미채볶음,배추김치,요구르트,,,,
20150408,수요일,,3,혼합잡곡밥,동태매운탕,돈육메추리알조림,쫄면야채무침,시금치나물,배추김치,,,,
20150409,목요일,,1,찹쌀밥,콩가루배추국,비엔나치즈떡조림,올방개묵무침,배추김치,사과,,,,
20150409,목요일,,2,기장밥,옥수수스프,고구마치즈돈까스+소스,수제웨지감자,양상추샐러드/오리엔탈,배추김치,골드키위,,,
20150409,목요일,,3,쥐눈이콩밥(용),들깨무채국,순살코다리무조림,무말랭이무침,배추김치,닭다리굴소스구이,,,,
20150410,금요일,,1,낙지연포탕(용),동그랑땡,맛김(도시락김),배추김치,중국식버섯볶음,찹쌀밥,,,,
20150410,금요일,,2,흑미밥,감자수제비국,석박지,요구르트(뿌요),목살김치찜,애호박전-튀김,비름나물,,,
20150410,금요일,,3,찰옥수수밥,바지락칼국수,두툼한해물떡갈비,삼치구이+양념간장,맛살오이콩나물냉채,배추김치,,,,
20150411,토요일,,1,아몬드후레이크+우유,파인애플,뉴욕식핫도그(=),,,,,,,
20150411,토요일,,2,잔치국수,찹쌀밥,수제순살양념통닭,배추김치,아이스슈,,,,,
20150413,월요일,,1,찹쌀밥,들깨시락국,불낙볶음,비타민적상추겉절이,배추김치,과일견과류샐러드,,,,
20150413,월요일,,2,수수밥,등뼈감자탕,통살연어스테이크,오징어브로콜리숙회,양파와사비간장절이,총각김치,감귤주스,,,
20150413,월요일,,3,보리밥,건새우아욱국,갈릭치킨,골뱅이소면야채무침,애새송이버섯볶음,배추김치,,,,
20150414,화요일,,1,찹쌀밥,떡국,수제너비아니구이,감자채볶음,오이양파무침,갓김치,,,,
20150414,화요일,,2,기장밥,김치콩나물국,오향장육,근대/케일쌈+쌈장,미나리나물,배추김치,파인애플,,,
20150414,화요일,,3,찰옥수수밥,얼큰오리탕,비빔만두,알감자버터구이,시금치나물,배추김치,,,,
20150415,수요일,,1,찹쌀밥,쇠고기무국,고등어무조림,청경채겉절이,배추김치,미트볼고구마조림,,,,
20150415,수요일,,2,비빔밥+계란후라이,두부된장국,두부담은찰도그롤,백김치,아이스스무디-베리,,,,,
20150415,수요일,,3,모듬어묵국,뼈없는닭갈비,가자미카레구이,오이치커리무침,배추김치,밤밥,,,,
20150416,목요일,,1,찹쌀밥,돈육김치찌개,궁중고기말이,왕만두/초간장,삼색나물,배추김치,,,,
20150416,목요일,,2,오색현미밥,육개장,순살닭간장조림,청포묵무침,새송이버터구이,배추김치,오렌지,,,
20150416,목요일,,3,클로렐라밥,양송이크림스프,설로인허브스테이크+소스,스마일감자튀김,배추김치,양배추부추겉절이,,,,
20150417,금요일,,1,찹쌀밥,북어포무국,꽈리초감자조림,애호박나물,배추김치,런천미트햄구이,,,,
20150417,금요일,,2,흑미밥,청국장찌개,삼겹살구이,샐러드파스타,양파장아찌,배추김치,아이스망고,,,
20150417,금요일,,3,오므라이스,해쉬브라운+케첩,배추김치,요구르트,얼큰한유부국,팽이버섯꽃맛살무침,,,,
20150418,토요일,,1,전복죽,쇠고기장조림(용),무말랭이무침,배추김치,애플타르트,,,,,
20150418,토요일,,2,오리김치볶음밥,오징어무국,랩소시지,꽈리초부들어묵조림,배추김치,미니쿨피스,,,,
20150420,월요일,,1,찹쌀밥,두부된장국,서울식육수불고기,큐브참치샐러드,배추김치,거봉,,,,
20150420,월요일,,2,혼합잡곡밥,쇠고기콩나물국,깐쇼새우,잎새만두+간장,깻잎순무침,배추김치,요거타임(=),,,
20150420,월요일,,3,콩나물밥+양념장,시락국,오꾸닭/칠리소스세트,일미도라지무침,배추김치,아이스홍시,,,,
20150421,화요일,,1,치킨직화스테이크,찹쌀밥,갓김치,과일푸딩,참치김치찌개,숙주미나리맛살무침,,,,
20150421,화요일,,2,완두콩밥(용),대합미역국,등갈비조림,순살코다리무조림,쑥갓두부무침,배추김치,그린키위,,,
20150421,화요일,,3,현미밥,해물짬뽕국,미트볼케찹조림,만두오코노미야끼,비타민겉절이,총각김치,,,,
20150422,수요일,,1,찹쌀밥,뜨덕이만두국,잡채,캐슈넛땅콩조림,깍두기,삼겹살김치볶음,,,,
20150422,수요일,,2,참치야채비빔밥,연두부국,명엽채조림,도토모메란조림,배추김치,다노니노플레인,,,,
20150422,수요일,,3,쥐눈이콩밥(용),조랭이떡국,삼치구이+마늘데리야끼소스,배추김치,팽이미역줄기볶음,찹쌀탕수육,,,,
20150423,목요일,,1,영양닭죽,오징어야채무침,배추김치,들깨고사리느타리볶음,곡물쿠키,,,,,
20150423,목요일,,2,기장밥,실파계란국,콩불,마늘쫑햄볶음,양배추쌈+쌈장,배추김치,파인애플,,,
20150423,목요일,,3,찹쌀밥,돼지국밥,떡볶이+김말이,부추겉절이,배추김치,유기농쌀로만든식혜,,,,
20150424,금요일,,1,찹쌀밥,콩비지찌개,떡고기말이조림,알감자조림,단배추된장무침,배추김치,,,,
20150424,금요일,,2,녹두밥,무청시래기국,닭봉두반장조림,모듬야채튀김+간장,시금치나물,배추김치,냉동(아이스)블루베리,,,
20150424,금요일,,3,흑미밥,대구탕,김치전,멸치꽈리초볶음,깍두기,훈제오리+무쌈,,,,
20150425,토요일,,1,찹쌀밥,사골곰탕+당면,삼색두부+볶음김치,명태전,고들빼기김치,오렌지,,,,
20150425,토요일,,2,찹쌀밥,우동국,파채돈까스+소스,배추김치,데이터잼(맛감자),세븐,양상추샐러드/오리엔탈,,,
20150427,월요일,,1,찹쌀밥,시금치된장국,마파두부,해물완자+케찹,애새송이우엉장조림,배추김치,,,,
20150427,월요일,,2,찹쌀밥,닭다리삼계탕,참치야채전,깻잎무침,석박지,사과,모시송편,,,
20150427,월요일,,3,우럭매운탕,수수밥,고추잡채/꽃빵,크래미너겟+소스,팽이버섯나물,배추김치,,,,
20150428,화요일,,1,찹쌀밥,김치어묵국,깔라마리튀김/칠리소스,오이도라지생채,배추김치,수제소시지야채볶음,,,,
20150428,화요일,,2,흑미밥,감자양파국,돼지수육+쌈장,조기구이,상추파채겉절이,배추김치,오렌지,,,
20150428,화요일,,3,김치볶음밥,실파계란국,오지치즈후라이,콩나물당면볶음,깍두기,마시는샐러드그린,,,,
20150429,수요일,,1,찹쌀밥,쇠고기콩나물국,브로콜리어묵볶음,배추김치,미니메이플피칸파이,코다리강정,,,,
20150429,수요일,,2,치킨마요덮밥,유부장국,군만두+간장,돌나물무침,배추김치,요구르트(밸런스),,,,
20150429,수요일,,3,보리밥,꽁치김치찌개,훈제삼겹볶음,녹두김치전,삼색스틱+쌈장,고들빼기김치,,,,
20150430,목요일,,1,찹쌀밥,북어포계란국,양송이달걀장조림,배추김치,스테이크김치그라탕,오이지무침,,,,
20150430,목요일,,2,기장밥,땡초콩나물국,오삼불고기,병어조림,배추김치,파인애플,양배추다시마쌈+쌈장,,,
20150430,목요일,,3,찰옥수수밥,바지락된장국,깐풍파닭,베이비채소샐러드/오리엔탈,배추김치,꽃돔구이,,,,
20150501,금요일,,1,찹쌀밥,삼겹살김치찌개,함박까츠+소스,가지나물,총각김치,에그타르트,,,,
20150501,금요일,,2,팥밥,대합미역국,닭볶음탕,시금치나물,배추김치,치즈케이크,,,,
20150501,금요일,,3,수수밥,북어포무국,바베큐폭찹,숙주나물무침,배추김치,고등어카레구이,,,,
20150502,토요일,,1,찹쌀밥,대구탕,비엔나메추리알케찹조림,야채계란찜,일미채볶음,배추김치,,,,
20150502,토요일,,2,배추김치,요구르트,나가사끼짬뽕-한그릇,멸치주먹밥,두부도넛,,,,,
20150504,월요일,,1,찹쌀밥,쇠고기무국,스크램블에그,꽈리초부들어묵조림,파래김자반,배추김치,,,,
20150504,월요일,,2,흑미밥,근대된장국,고추장불고기,상추+오이+쌈장,배추김치,방울토마토,,,,
20150504,월요일,,3,기장밥,조랭이떡국,청경채나물,배추김치,고구마단호박범벅,치킨탕수육,,,,
20150505,화요일,,1,찹쌀밥,땡초콩나물국,무말랭이무침,배추김치,검은콩우유,고구마미트번+소스,,,,
20150505,화요일,,2,보리밥,크루통양송이크림스프,적셔먹는돈까스,웨지감자-완제,배추김치,거봉,,,,
20150505,화요일,,3,꼬지어묵우동국,상하이버거,배추김치,마시는유산균음료사과맛,,,,,,
20150506,수요일,,1,찹쌀밥,청국장찌개,버섯불고기,땡초감자고추장조림,양배추부추겉절이,배추김치,,,,
20150506,수요일,,2,자장밥,실파계란국,잡채,군만두+간장,배추김치,그린키위,,,,
20150506,수요일,,3,녹두밥,쇠고기콩나물국,연어까스+타르타르,청포묵무침,오이생채,배추김치,,,,
20150507,목요일,,1,찹쌀밥,육개장,두부구이+양념장,수제소시지야채볶음,참나물무침,배추김치,,,,
20150507,목요일,,2,발아현미밥,부대찌개,떡갈비,애호박새우살볶음,총각김치,파인애플,,,,
20150507,목요일,,3,클로렐라밥,조갯살무국,치즈불닭,새송이버터구이,배추김치,초코샤베트,,,,
20150508,금요일,,1,찹쌀밥,돈육순두부찌개,고등어무조림,치킨너겟+소스,고들빼기김치,고사리나물,,,,
20150508,금요일,,2,낙지생야채비빔밥,들깨시락국,콘푸레이크핫도그,양송이달걀장조림,백김치,과일푸딩,,,,
20150508,금요일,,3,수수밥,쫄면야채무침,배추김치,파프리카+쌈장,돼지수육,새우살연두부국,,,,
20150509,토요일,,1,찹쌀밥,런천미트햄구이,찐만두+간장,과일샐러드,갓김치,백일송이버섯된장국,,,,
